"px-3","px-3 2","font-semibold","text-[10px]","font-semibold 2","text-[10px] 2","font-semibold 3","text-[10px] 3","font-semibold 4","text-[10px] 4","font-semibold 5","text-[10px] 5","text-gray-400 href"
"40155","Meneau","278.788","331.758","300.565","357.672","310.988","370.076","325.248","387.045","332.378","395.530","https://atelierpro.vortech-x.com/articles/407128/edit"
"40156","Meneau Traverse intermediaire renforcée","200.007","238.008","215.629","256.599","223.103","265.493","233.336","277.670","238.452","283.758","https://atelierpro.vortech-x.com/articles/407129/edit"
"40165","Dormant Série 40","115.190","137.076","125.331","149.144","129.486","154.088","135.824","161.631","137.999","164.219","https://atelierpro.vortech-x.com/articles/407559/edit"
"40166","Parclose arrondie F=12mm","36.873","43.879","39.173","46.616","40.398","48.074","42.064","50.056","42.899","51.050","https://atelierpro.vortech-x.com/articles/406290/edit"
"40168","Parclose arrondie F=18mm","38.619","45.957","40.166","47.798","41.420","49.290","43.131","51.326","43.987","52.345","https://atelierpro.vortech-x.com/articles/407669/edit"
"40401","Ouvrant Série 40","131.300","156.247","140.634","167.354","145.266","172.867","151.605","180.410","154.775","184.182","https://atelierpro.vortech-x.com/articles/407571/edit"
"40402","Dormant ""Z"" simple tubulaire 35mm avec couvre joint arrondi","113.081","134.566","132.380","157.532","136.740","162.721","142.707","169.821","145.691","173.372","https://atelierpro.vortech-x.com/articles/406840/edit"
"40403","Ouvrant Série 40 (équivalent 40150)","144.847","172.368","164.673","195.961","170.383","202.756","178.196","212.053","182.102","216.701","https://atelierpro.vortech-x.com/articles/407589/edit"
"40404","Ouvrant Série 40 (parclose intégrée)","127.297","151.483","142.970","170.134","147.679","175.738","154.124","183.408","157.346","187.242","https://atelierpro.vortech-x.com/articles/407577/edit"
"40405","Dormant Série 40","132.651","157.855","143.594","170.877","148.323","176.504","154.795","184.206","158.032","188.058","https://atelierpro.vortech-x.com/articles/407565/edit"
"40407","Dormant simple tubulaire","99.801","118.763","106.855","127.157","110.371","131.341","115.192","137.078","117.600","139.944","https://atelierpro.vortech-x.com/articles/407130/edit"
"40408","Dormant double tubulaire","121.710","144.835","130.361","155.130","134.656","160.241","140.531","167.232","143.469","170.728","https://atelierpro.vortech-x.com/articles/407131/edit"
"40410","Parclose arrondie F=15mm","34.063","40.535","37.204","44.273","38.363","45.652","39.949","47.539","40.743","48.484","https://atelierpro.vortech-x.com/articles/407675/edit"
"40411","Parclose arrondie F=26mm","27.881","33.178","30.454","36.240","31.403","37.370","32.701","38.914","33.351","39.688","https://atelierpro.vortech-x.com/articles/407681/edit"
"4085","Poteau 40 ep 1,4 mm","143.644","170.936","143.644","170.936","143.644","170.936","143.644","170.936","143.644","170.936","https://atelierpro.vortech-x.com/articles/407152/edit"
"4723","Main courante 50 Corpsen","321.350","382.407","321.350","382.407","321.350","382.407","321.350","382.407","321.350","382.407","https://atelierpro.vortech-x.com/articles/407154/edit"
"4892","Support vitrage Corpsen","210.450","250.436","210.450","250.436","210.450","250.436","210.450","250.436","210.450","250.436","https://atelierpro.vortech-x.com/articles/407155/edit"
"67101","Dormant (2Rails) sans couvre joint","121.182","144.207","145.617","173.284","150.416","178.995","156.978","186.804","160.260","190.709","https://atelierpro.vortech-x.com/articles/406300/edit"
"67102","Dormant (2 Rails) avec couvre joint droit","135.225","160.918","154.457","183.804","159.824","190.191","167.148","198.906","170.813","203.267","https://atelierpro.vortech-x.com/articles/407712/edit"
"67103","Dormant (2 Rails) avec couvre jont arrondi","145.755","173.448","165.853","197.365","171.608","204.214","179.477","213.578","183.411","218.259","https://atelierpro.vortech-x.com/articles/406305/edit"
"67104","Montant latéral ouvrant","95.201","113.289","112.753","134.176","116.470","138.599","121.553","144.648","124.094","147.672","https://atelierpro.vortech-x.com/articles/406310/edit"
"67105","Montant central ouvrant","74.106","88.186","88.144","104.891","90.962","108.245","94.816","112.831","96.743","115.124","https://atelierpro.vortech-x.com/articles/406315/edit"
"67106","Traverse haute et basouvrant","86.456","102.883","105.886","126.004","109.288","130.053","113.943","135.592","116.271","138.362","https://atelierpro.vortech-x.com/articles/406320/edit"
"67107","Montant central renforcé ouvrant","107.165","127.526","126.786","150.875","130.796","155.647","136.663","162.629","139.520","166.029","https://atelierpro.vortech-x.com/articles/406325/edit"
"67108","Montant latéral renforcé ouvrant","124.299","147.916","149.359","177.737","154.276","183.588","161.007","191.598","164.374","195.605","https://atelierpro.vortech-x.com/articles/406330/edit"
"67110","Dormant trois rails avec couvre joint arrondie","225.752","268.645","243.091","289.278","251.519","299.308","263.050","313.030","268.817","319.892","https://atelierpro.vortech-x.com/articles/407197/edit"
"67112","Dormant (2 Rails) avec couvre joint arrondi 45mm","165.504","196.950","178.284","212.158","184.466","219.515","192.925","229.581","197.155","234.614","https://atelierpro.vortech-x.com/articles/407717/edit"
"67113","Traverse intermédiaire","145.964","173.697","149.437","177.830","154.615","183.992","161.705","192.429","165.250","196.648","https://atelierpro.vortech-x.com/articles/407722/edit"
"67114","Réducteur de feuillure pour simple vitrage F=15 mm","19.275","22.937","23.046","27.425","23.764","28.279","24.747","29.449","25.239","30.034","https://atelierpro.vortech-x.com/articles/406335/edit"
"67115","Dormant (2 Rails) sans couvre joint","144.346","171.772","148.545","176.769","153.699","182.902","160.744","191.285","164.268","195.479","https://atelierpro.vortech-x.com/articles/407727/edit"
"67201","Dormant (2 Rails) LD","148.022","176.146","150.621","179.239","155.839","185.448","162.986","193.953","166.559","198.205","https://atelierpro.vortech-x.com/articles/407732/edit"
"67202","Dormant (2 Rails) avec couvre joint droit LD","153.255","182.373","155.941","185.570","161.355","192.012","168.749","200.811","172.449","205.214","https://atelierpro.vortech-x.com/articles/407737/edit"
"67203","Dormant trois rails LD","223.777","266.295","227.700","270.963","235.592","280.354","246.400","293.216","251.802","299.644","https://atelierpro.vortech-x.com/articles/407202/edit"
"67204","Montant latéral ouvrant LD","108.473","129.083","116.178","138.252","120.006","142.807","125.247","149.044","127.866","152.161","https://atelierpro.vortech-x.com/articles/407742/edit"
"67205","Montant latéral renforcé ouvrant","141.772","168.709","151.852","180.704","156.848","186.649","163.693","194.795","167.116","198.868","https://atelierpro.vortech-x.com/articles/407747/edit"
"67206","Montant central ouvrant LD","83.028","98.803","91.680","109.099","94.608","112.584","98.616","117.353","100.620","119.738","https://atelierpro.vortech-x.com/articles/407752/edit"
"67207","Montant central renforcé ouvrant LD","161.254","191.892","164.085","195.261","169.768","202.024","177.555","211.290","181.448","215.923","https://atelierpro.vortech-x.com/articles/407757/edit"
"67208","Dormant (2 Rails) sans couvre joint LD","138.006","164.227","147.796","175.877","152.666","181.673","159.328","189.600","162.660","193.565","https://atelierpro.vortech-x.com/articles/407762/edit"
"80116","—","19.067","22.690","19.067","22.690","19.067","22.690","19.067","22.690","19.067","22.690","https://atelierpro.vortech-x.com/articles/406340/edit"
"80124","—","43.200","51.408","43.200","51.408","43.200","51.408","43.200","51.408","43.200","51.408","https://atelierpro.vortech-x.com/articles/406345/edit"
"AE_40100","Dormant ""Z"" simple tubulaire","94.152","112.041","110.272","131.224","113.906","135.548","115.309","137.218","117.720","140.087","https://atelierpro.vortech-x.com/articles/407382/edit"
"AE_40102","Dormant ""L"" simple tubulaire","76.736","91.316","92.120","109.623","95.061","113.123","99.090","117.917","101.105","120.315","https://atelierpro.vortech-x.com/articles/407422/edit"
"AE_40104","Traverse intérmediaire 86mm","126.622","150.680","139.343","165.818","144.175","171.568","150.786","179.435","154.091","183.368","https://atelierpro.vortech-x.com/articles/407423/edit"
"AE_40107","Tringle","19.842","23.612","20.709","24.644","21.354","25.411","22.238","26.463","22.679","26.988","https://atelierpro.vortech-x.com/articles/407217/edit"
"AE_40108","Rejet d'eau 40E","19.098","22.727","20.149","23.977","20.777","24.725","21.637","25.748","22.066","26.259","https://atelierpro.vortech-x.com/articles/407222/edit"
"AE_40110","Parclose droite F=18mm (Alu Eco)","29.457","35.054","31.130","37.045","32.474","38.644","34.313","40.832","35.233","41.927","https://atelierpro.vortech-x.com/articles/407687/edit"
"AE_40111","Paraclose droite F=18mm","35.238","41.933","36.661","43.627","37.803","44.986","39.366","46.846","40.148","47.776","https://atelierpro.vortech-x.com/articles/407429/edit"
"AE_40112","Battement central 40S Battement basculant","81.522","97.011","94.485","112.437","97.524","116.054","101.673","120.991","103.749","123.461","https://atelierpro.vortech-x.com/articles/407227/edit"
"AE_40121","Traverse intérmediaire 150mm","193.019","229.693","217.566","258.904","225.109","267.880","235.433","280.165","240.594","286.307","https://atelierpro.vortech-x.com/articles/407383/edit"
"AE_40129","Parclose droite F=32mm (Alu Eco)","23.449","27.904","24.874","29.600","26.027","30.972","27.596","32.839","28.382","33.775","https://atelierpro.vortech-x.com/articles/407693/edit"
"AE_40133","Porte joint","29.723","35.370","30.923","36.798","31.888","37.947","33.206","39.515","33.865","40.299","https://atelierpro.vortech-x.com/articles/407237/edit"
"AE_40135","Parclose arrondie F=24mm","32.338","38.482","37.343","44.438","38.505","45.821","40.100","47.719","40.896","48.666","https://atelierpro.vortech-x.com/articles/407469/edit"
"AE_40139","Parclose droite F=12mm","35.446","42.181","38.620","45.958","39.823","47.389","41.470","49.349","42.293","50.329","https://atelierpro.vortech-x.com/articles/407424/edit"
"AE_40148","—","102.697","122.209","120.122","142.945","124.080","147.655","129.494","154.098","132.201","157.319","https://atelierpro.vortech-x.com/articles/407484/edit"
"AE_40149","—","104.994","124.943","120.987","143.975","124.973","148.718","130.426","155.207","133.153","158.452","https://atelierpro.vortech-x.com/articles/407489/edit"
"AE_40150","Dormant ""Z” double tubulaire Ouvrant ”Z"" double tubulaire","113.955","135.606","130.393","155.168","134.690","160.281","140.567","167.275","143.506","170.772","https://atelierpro.vortech-x.com/articles/407384/edit"
"AE_40151","Ouvrant Série 40 (Alu Eco, équivalent 40150)","124.907","148.639","143.118","170.310","148.227","176.390","155.220","184.712","158.716","188.872","https://atelierpro.vortech-x.com/articles/407627/edit"
"AE_40154","Socle 142mm pour fixe ou ouvrant","193.228","229.941","216.936","258.154","224.459","267.106","234.752","279.355","239.899","285.480","https://atelierpro.vortech-x.com/articles/407385/edit"
"AE_40155","—","278.788","331.758","300.565","357.672","310.988","370.076","325.248","387.045","332.378","395.530","https://atelierpro.vortech-x.com/articles/407494/edit"
"AE_40156","—","200.007","238.008","215.629","256.599","223.103","265.493","233.336","277.670","238.452","283.758","https://atelierpro.vortech-x.com/articles/407499/edit"
"AE_40165","Dormant Série 40 (Alu Eco)","103.190","122.796","113.331","134.864","117.486","139.808","123.824","147.351","125.999","149.939","https://atelierpro.vortech-x.com/articles/407603/edit"
"AE_40168","Parclose arrondie F=18mm (Alu Eco)","26.619","31.677","28.166","33.518","29.420","35.010","31.131","37.046","31.987","38.065","https://atelierpro.vortech-x.com/articles/407699/edit"
"AE_40401","Ouvrant Série 40 (Alu Eco)","119.300","141.967","128.634","153.074","133.266","158.587","139.605","166.130","142.775","169.902","https://atelierpro.vortech-x.com/articles/407615/edit"
"AE_40402","Dormant ""Z"" simple tubulaire 35mm avec couvre joint arrondi","96.119","114.382","112.523","133.902","116.229","138.313","121.301","144.348","123.837","147.366","https://atelierpro.vortech-x.com/articles/407386/edit"
"AE_40403","Ouvrant Série 40 (Alu Eco, équivalent 40150)","132.847","158.088","152.673","181.681","158.383","188.476","166.196","197.773","170.102","202.421","https://atelierpro.vortech-x.com/articles/407633/edit"
"AE_40404","Ouvrant Série 40 (Alu Eco, parclose intégrée)","115.297","137.203","130.970","155.854","135.679","161.458","142.124","169.128","145.346","172.962","https://atelierpro.vortech-x.com/articles/407621/edit"
"AE_40405","Dormant Série 40 (Alu Eco)","120.651","143.575","131.594","156.597","136.323","162.224","142.795","169.926","146.032","173.778","https://atelierpro.vortech-x.com/articles/407609/edit"
"AE_40407","—","99.801","118.763","106.855","127.157","110.371","131.341","115.192","137.078","117.600","139.944","https://atelierpro.vortech-x.com/articles/407504/edit"
"AE_40408","—","121.710","144.835","130.361","155.130","134.656","160.241","140.531","167.232","143.469","170.728","https://atelierpro.vortech-x.com/articles/407509/edit"
"AE_40410","Parclose arrondie F=15mm (Alu Eco)","22.063","26.255","25.204","29.993","26.363","31.372","27.949","33.259","28.743","34.204","https://atelierpro.vortech-x.com/articles/407705/edit"
"AE_40411","Parclose arrondie F=26mm (Alu Eco)","15.881","18.898","18.454","21.960","19.403","23.090","20.701","24.634","21.351","25.408","https://atelierpro.vortech-x.com/articles/407711/edit"
"AE_67101","Dormant (2Rails) sans couvre joint","103.005","122.576","123.774","147.291","127.854","152.146","133.431","158.783","136.221","162.103","https://atelierpro.vortech-x.com/articles/407257/edit"
"AE_67102","Dormant (2 Rails) avec couvre joint droit (Alu Eco)","123.225","146.638","142.457","169.524","147.824","175.911","155.148","184.626","158.813","188.987","https://atelierpro.vortech-x.com/articles/407767/edit"
"AE_67103","Dormant (2 Rails) avec couvre jont arrondi","123.892","147.431","140.975","167.760","145.867","173.582","152.555","181.540","155.899","185.520","https://atelierpro.vortech-x.com/articles/407262/edit"
"AE_67104","Montant latéral ouvrant","80.921","96.296","95.840","114.050","99.000","117.810","103.320","122.951","105.480","125.521","https://atelierpro.vortech-x.com/articles/407267/edit"
"AE_67105","Montant central ouvrant","62.990","74.958","74.922","89.157","77.318","92.008","80.594","95.907","82.232","97.856","https://atelierpro.vortech-x.com/articles/407272/edit"
"AE_67106","Traverse haute et basouvrant","73.488","87.451","90.003","107.104","92.895","110.545","96.852","115.254","98.830","117.608","https://atelierpro.vortech-x.com/articles/407277/edit"
"AE_67107","Montant central renforcé ouvrant","91.090","108.397","107.768","128.244","111.177","132.301","116.164","138.235","118.592","141.124","https://atelierpro.vortech-x.com/articles/407282/edit"
"AE_67108","Montant latéral renforcé ouvrant","105.654","125.728","126.955","151.076","131.135","156.051","136.856","162.859","139.718","166.264","https://atelierpro.vortech-x.com/articles/407287/edit"
"AE_67110","Dormant trois rails avec couvre joint arrondie","191.889","228.348","206.627","245.886","213.791","254.411","223.593","266.076","228.494","271.908","https://atelierpro.vortech-x.com/articles/407454/edit"
"AE_67112","Dormant (2 Rails) avec couvre joint arrondi 45mm (Alu Eco)","153.504","182.670","166.284","197.878","172.466","205.235","180.925","215.301","185.155","220.334","https://atelierpro.vortech-x.com/articles/407772/edit"
"AE_67113","Traverse intermédiaire (Alu Eco)","133.964","159.417","137.437","163.550","142.615","169.712","149.705","178.149","153.250","182.368","https://atelierpro.vortech-x.com/articles/407777/edit"
"AE_67114","Réducteur de feuillure pour simple vitrage F=15 mm","16.384","19.497","19.589","23.311","20.199","24.037","21.035","25.032","21.453","25.529","https://atelierpro.vortech-x.com/articles/407292/edit"
"AE_67115","Dormant (2 Rails) sans couvre joint (Alu Eco)","132.346","157.492","136.545","162.489","141.699","168.622","148.744","177.005","152.268","181.199","https://atelierpro.vortech-x.com/articles/407782/edit"
"AE_67201","Dormant (2 Rails) LD (Alu Eco)","136.022","161.866","138.621","164.959","143.839","171.168","150.986","179.673","154.559","183.925","https://atelierpro.vortech-x.com/articles/407787/edit"
"AE_67202","Dormant (2 Rails) avec couvre joint droit LD (Alu Eco)","141.255","168.093","143.941","171.290","149.355","177.732","156.749","186.531","160.449","190.934","https://atelierpro.vortech-x.com/articles/407792/edit"
"AE_67203","Dormant trois rails LD","190.210","226.350","193.545","230.319","200.253","238.301","209.440","249.234","214.032","254.698","https://atelierpro.vortech-x.com/articles/407459/edit"
"AE_67204","Montant latéral ouvrant LD (Alu Eco)","96.473","114.803","104.178","123.972","108.006","128.527","113.247","134.764","115.866","137.881","https://atelierpro.vortech-x.com/articles/407797/edit"
"AE_67205","Montant latéral renforcé ouvrant (Alu Eco)","129.772","154.429","139.852","166.424","144.848","172.369","151.693","180.515","155.116","184.588","https://atelierpro.vortech-x.com/articles/407802/edit"
"AE_67206","Montant central ouvrant LD (Alu Eco)","71.028","84.523","79.680","94.819","82.608","98.304","86.616","103.073","88.620","105.458","https://atelierpro.vortech-x.com/articles/407807/edit"
"AE_67207","Montant central renforcé ouvrant LD (Alu Eco)","149.254","177.612","152.085","180.981","157.768","187.744","165.555","197.010","169.448","201.643","https://atelierpro.vortech-x.com/articles/407812/edit"
"AE_67208","Dormant (2 Rails) sans couvre joint LD (Alu Eco)","126.006","149.947","135.796","161.597","140.666","167.393","147.328","175.320","150.660","179.285","https://atelierpro.vortech-x.com/articles/407817/edit"
"AE_80116","—","16.207","19.286","16.207","19.286","16.207","19.286","16.207","19.286","16.207","19.286","https://atelierpro.vortech-x.com/articles/407297/edit"
"AE_80124","—","36.720","43.697","36.720","43.697","36.720","43.697","36.720","43.697","36.720","43.697","https://atelierpro.vortech-x.com/articles/407302/edit"
"AE_EX45 1112","—","136.516","162.454","142.041","169.029","146.721","174.598","153.123","182.216","156.324","186.026","https://atelierpro.vortech-x.com/articles/407514/edit"
"AE_EX45 1113","—","150.625","179.244","156.718","186.494","162.155","192.964","169.591","201.813","173.309","206.238","https://atelierpro.vortech-x.com/articles/407519/edit"
"AE_Ex45 1114","Traverse  150mm","219.223","260.875","228.096","271.434","236.004","280.845","246.827","293.724","252.238","300.163","https://atelierpro.vortech-x.com/articles/407474/edit"
"AE_Ex45 1115","Socle de porte 150 mm","228.439","271.842","237.685","282.845","245.926","292.652","257.204","306.073","262.843","312.783","https://atelierpro.vortech-x.com/articles/407479/edit"
"AE_EX45 1120","—","262.672","312.580","273.304","325.232","282.779","336.507","295.747","351.939","302.231","359.655","https://atelierpro.vortech-x.com/articles/407524/edit"
"AE_EX45 1121","—","335.614","399.381","349.198","415.546","361.306","429.954","377.875","449.671","386.159","459.529","https://atelierpro.vortech-x.com/articles/407529/edit"
"AE_EX45 1122","—","135.879","161.696","141.377","168.239","146.279","174.072","152.988","182.056","156.342","186.047","https://atelierpro.vortech-x.com/articles/407534/edit"
"AE_EX45 1123","Dormant simple tubulaire","123.414","146.863","128.408","152.806","132.638","157.839","138.426","164.727","141.319","168.170","https://atelierpro.vortech-x.com/articles/407425/edit"
"AE_EX45 1124","—","154.312","183.631","160.558","191.064","166.125","197.689","173.742","206.753","177.551","211.286","https://atelierpro.vortech-x.com/articles/407539/edit"
"AE_EX45 1125","Dormant simple tubulaire","112.090","133.387","116.630","138.790","120.469","143.358","125.724","149.612","128.354","152.741","https://atelierpro.vortech-x.com/articles/407426/edit"
"AE_EX45 1126","—","144.305","171.723","150.145","178.673","155.351","184.868","162.476","193.346","166.038","197.585","https://atelierpro.vortech-x.com/articles/407544/edit"
"AE_EX45 1130","Traverse 80 mm","142.625","169.724","148.397","176.592","153.543","182.716","160.584","191.095","164.104","195.284","https://atelierpro.vortech-x.com/articles/407434/edit"
"AE_EX45 1131","Traverse 150mm GM","215.751","256.744","224.483","267.135","232.267","276.398","242.917","289.071","248.243","295.409","https://atelierpro.vortech-x.com/articles/407444/edit"
"AE_EX45 1132","Socle de porte 150 mm GM","222.520","264.799","231.525","275.515","239.553","285.068","250.538","298.140","256.031","304.677","https://atelierpro.vortech-x.com/articles/407439/edit"
"AE_Ex45 1210","Ouvrant fenêtre","123.540","147.013","128.539","152.961","132.775","158.002","138.569","164.897","141.466","168.345","https://atelierpro.vortech-x.com/articles/407307/edit"
"AE_Ex45 1211","Battement central","101.374","120.635","105.477","125.518","108.970","129.674","113.750","135.363","116.139","138.205","https://atelierpro.vortech-x.com/articles/407312/edit"
"AE_EX45 1212","Ouvrant porte fenêtre - porte en feuillure","137.428","163.539","142.989","170.157","147.948","176.058","154.732","184.131","158.125","188.169","https://atelierpro.vortech-x.com/articles/407449/edit"
"AE_EX45 1215","Ouvrant fenêtre en porte feuille F=32mm (Alu Eco)","138.873","165.259","144.979","172.525","150.422","179.002","157.870","187.865","161.594","192.297","https://atelierpro.vortech-x.com/articles/407898/edit"
"AE_EX45 1216","Ouvrant porte fenêtre et porte en feuillure Extérieur (Alu Eco)","149.680","178.119","156.223","185.905","162.056","192.847","170.038","202.345","174.029","207.095","https://atelierpro.vortech-x.com/articles/407904/edit"
"AE_EX45 1218","Ouvrant fenêtre ligne droite (Alu Eco)","133.491","158.854","139.380","165.862","144.367","171.797","151.190","179.916","154.602","183.976","https://atelierpro.vortech-x.com/articles/407910/edit"
"AE_EX45 1219","Ouvrant porte fenêtre (Z) ligne droite (Alu Eco)","159.348","189.624","166.284","197.878","172.466","205.235","180.925","215.301","185.155","220.334","https://atelierpro.vortech-x.com/articles/407916/edit"
"AE_EX45 1220","Ouvrant porte fenêtre (T) ligne droite (Alu Eco)","159.348","189.624","166.284","197.878","172.464","205.232","180.925","215.301","185.155","220.334","https://atelierpro.vortech-x.com/articles/407922/edit"
"AE_EX45 1312","Parclose droite F=15 mm","43.270","51.491","45.020","53.574","46.437","55.260","48.377","57.569","49.346","58.722","https://atelierpro.vortech-x.com/articles/407427/edit"
"AE_EX45 1313","Parclose droite F=32 mm","34.428","40.969","35.824","42.631","36.937","43.955","38.464","45.772","39.228","46.681","https://atelierpro.vortech-x.com/articles/407428/edit"
"AE_EX45 1314","Parclose droite F=37mm (Alu Eco)","22.016","26.199","23.392","27.836","24.495","29.149","26.005","30.946","26.759","31.843","https://atelierpro.vortech-x.com/articles/407928/edit"
"AE_EX45 1315","Parclose droite F=18mm (Alu Eco)","36.869","43.874","38.847","46.228","40.446","48.131","42.637","50.738","43.732","52.041","https://atelierpro.vortech-x.com/articles/407934/edit"
"AE_EX45 1318","Parclose droite pour ligne droite F=37mm (Alu Eco)","37.182","44.247","39.173","46.616","40.785","48.534","42.988","51.156","44.090","52.467","https://atelierpro.vortech-x.com/articles/407940/edit"
"AE_EX45 1319","Parclose droite pour ligne droite F=32mm (Alu Eco)","40.629","48.349","42.758","50.882","44.482","52.934","46.841","55.741","48.020","57.144","https://atelierpro.vortech-x.com/articles/407946/edit"
"AE_EX45 1320","Parclose droite pour ligne droite F=18mm (Alu Eco)","46.424","55.245","48.789","58.059","50.702","60.335","53.319","63.450","54.630","65.010","https://atelierpro.vortech-x.com/articles/407952/edit"
"AE_EX45 1321","Parclose droite pour ligne droite F=15mm (Alu Eco)","48.461","57.669","50.907","60.579","52.886","62.934","55.596","66.159","56.952","67.773","https://atelierpro.vortech-x.com/articles/407958/edit"
"AE_EX45 1513","Couvre joint EX45 arrondi 65mm (Alu Eco)","31.667","37.684","33.435","39.788","34.850","41.472","36.788","43.778","37.757","44.931","https://atelierpro.vortech-x.com/articles/407639/edit"
"AE_EX45 1514","Couvre joint EX45 droit 60mm (Alu Eco)","43.605","51.890","45.853","54.565","47.675","56.733","50.168","59.700","51.413","61.181","https://atelierpro.vortech-x.com/articles/407645/edit"
"AE_EX45 1525","Rejet d'eau (bavette extérieure 20mm) (Alu Eco)","13.473","16.033","14.503","17.259","15.328","18.240","16.459","19.586","17.025","20.260","https://atelierpro.vortech-x.com/articles/407822/edit"
"AE_EX60 2110","Dormant deux rails avec couvre joint intégré avec récupérateur d'eau","180.337","214.601","187.635","223.286","194.141","231.028","203.043","241.621","207.494","246.918","https://atelierpro.vortech-x.com/articles/407317/edit"
"AE_Ex60 2111","Dormant deux rails avec couvre joint intégré avec récupérateur d'eau","180.337","214.601","187.635","223.286","194.141","231.028","203.043","241.621","207.660","247.115","https://atelierpro.vortech-x.com/articles/407322/edit"
"AE_EX60 2112","Dormant deux rails avec couvre joint intégré avec récupérateur d'eau","180.337","214.601","187.635","223.286","194.141","231.028","203.043","241.621","207.494","246.918","https://atelierpro.vortech-x.com/articles/407327/edit"
"AE_EX60 2114","Dormant (2 rails) sans couvre joint (Alu Eco)","180.253","214.501","188.033","223.759","194.969","232.013","204.460","243.307","209.206","248.955","https://atelierpro.vortech-x.com/articles/407959/edit"
"AE_EX60 2115","Dormant (2 rails) avec couvre joint intégré (Alu Eco)","174.279","207.392","181.819","216.365","188.540","224.363","197.736","235.306","202.334","240.777","https://atelierpro.vortech-x.com/articles/407964/edit"
"AE_EX60 2116","Dormant (2 rails) couvre joint intégré récupérateur d'eau (Alu Eco)","200.161","238.192","208.747","248.409","216.401","257.517","226.874","269.980","232.111","276.212","https://atelierpro.vortech-x.com/articles/407969/edit"
"AE_EX60 2117","Dormant (2 rails) sans couvre joint (Alu Eco)","157.785","187.764","164.657","195.942","170.781","203.229","179.164","213.205","183.355","218.192","https://atelierpro.vortech-x.com/articles/407974/edit"
"AE_EX60 2118","Dormant (2 rails) sans couvre joint récupérateur d'eau (Alu Eco)","183.666","218.563","191.585","227.986","198.644","236.386","208.303","247.881","213.132","253.627","https://atelierpro.vortech-x.com/articles/407979/edit"
"AE_EX60 2119","Dormant (2 rails) sans couvre joint récupérateur d'eau droit (Alu Eco)","185.514","220.762","193.508","230.275","200.633","238.753","210.384","250.357","215.260","256.159","https://atelierpro.vortech-x.com/articles/407984/edit"
"AE_EX60 2121","Dormant (3 rails) couvre joint intégré sans récupérateur (Alu Eco)","281.499","334.984","293.379","349.121","303.965","361.718","318.454","378.960","325.699","387.582","https://atelierpro.vortech-x.com/articles/407989/edit"
"AE_EX60 2122","Dormant (3 rails) sans couvre joint récupérateur d'eau droit (Alu Eco)","290.599","345.813","302.845","360.386","313.763","373.378","328.701","391.154","336.170","400.042","https://atelierpro.vortech-x.com/articles/407994/edit"
"AE_EX60 2123","Seuil plat (2 rails) avec récupérateur d'eau droit (Alu Eco)","119.176","141.819","124.484","148.136","129.004","153.515","135.188","160.874","138.281","164.554","https://atelierpro.vortech-x.com/articles/407999/edit"
"AE_EX60 2125","Dormant (2 rails) couvre joint récupérateur d'eau droit (Alu Eco)","202.008","240.390","210.670","250.697","218.230","259.694","228.957","272.459","234.239","278.744","https://atelierpro.vortech-x.com/articles/408004/edit"
"AE_EX60 2126","Dormant (3 rails) couvre joint intégré récupérateur d'eau (Alu Eco)","309.084","367.810","322.080","383.275","333.664","397.060","349.515","415.923","357.440","425.354","https://atelierpro.vortech-x.com/articles/408009/edit"
"AE_Ex60 2210","Traverse haute et basse ouvrant","115.802","137.804","120.489","143.382","124.479","148.130","129.939","154.627","132.669","157.876","https://atelierpro.vortech-x.com/articles/407332/edit"
"AE_Ex60 2211","Montant latéral ouvrant","123.891","147.430","128.905","153.397","133.375","158.716","139.490","165.993","142.549","169.633","https://atelierpro.vortech-x.com/articles/407337/edit"
"AE_Ex60 2212","Montant central ouvrant","89.061","105.983","92.665","110.271","95.718","113.904","99.895","118.875","101.983","121.360","https://atelierpro.vortech-x.com/articles/407342/edit"
"AE_Ex60 2213","Montant central renforcé ouvrant","148.668","176.915","154.686","184.076","160.050","190.460","167.388","199.192","171.058","203.559","https://atelierpro.vortech-x.com/articles/407347/edit"
"AE_Ex60 2214","Montant latéral renforcé ouvrant","174.171","207.263","181.221","215.653","187.504","223.130","196.104","233.364","200.402","238.478","https://atelierpro.vortech-x.com/articles/407352/edit"
"AE_Ex60 2215","Traverse intérmediaire 74 mm","126.791","150.881","131.923","156.988","136.497","162.431","142.757","169.881","145.886","173.604","https://atelierpro.vortech-x.com/articles/407357/edit"
"AE_EX60 2216","Montant central ouvrant fenêtre LD (Alu Eco)","123.014","146.387","128.478","152.889","133.106","158.396","139.438","165.931","142.603","169.698","https://atelierpro.vortech-x.com/articles/408014/edit"
"AE_EX60 2217","Montant central ouvrant porte fenêtre LD (Alu Eco)","235.995","280.834","246.030","292.776","254.978","303.424","267.221","317.993","273.342","325.277","https://atelierpro.vortech-x.com/articles/408019/edit"
"AE_EX60 2218","Montant latéral ouvrant LD (Alu Eco)","142.143","169.150","148.381","176.573","153.942","183.191","161.553","192.248","165.358","196.776","https://atelierpro.vortech-x.com/articles/408024/edit"
"AE_EX60 2221","Montant latéral renforcé ouvrant Slim Line (Alu Eco)","176.840","210.440","184.482","219.534","191.296","227.642","200.617","238.734","205.279","244.282","https://atelierpro.vortech-x.com/articles/408029/edit"
